Area,Method,Pokémon,Min Level,Max Level
Grassy Slab,Surfing,Seadra,,
Grassy Slab,Surfing,Noivern,,
Rocky Slab,Surfing,Woobat,,
Rocky Slab,Surfing,Bruxish,,
Rocky Slab,Surfing,Swoobat,,
Scorched Slab,Surfing,Zubat,,
Scorched Slab,Surfing,Yanma,,
Scorched Slab,Surfing,Yanmega,,
Scorched Slab,Surfing,Golbat,,
Floating Slab,Surfing,Mantyke,,
Floating Slab,Surfing,Pincurchun,,
Floating Slab,Surfing,Mantine,,
Route 124 Underwater,Surfing,clamperl,,
Route 124 Underwater,Surfing,huntail,,
Route 124 Underwater,Surfing,gorebyss,,
Route 126 Underwater,Surfing,chinchou,,
Route 126 Underwater,Surfing,lanturn,,
Route 126 Underwater,Surfing,relicanth,,
Rustboro City,Egg,Togepi,,
Route 111,Egg,Riolu,,
Fallarbour Town,Egg,Bulbasaur,,
Fallarbour Town,Egg,Charmander,,
Fallarbour Town,Egg,Squirtle,,
Fallarbour Town,Egg,Chikorita,,
Fallarbour Town,Egg,Cyndaquil,,
Fallarbour Town,Egg,Totodile,,
Fallarbour Town,Egg,Treecko,,
Fallarbour Town,Egg,Torchic,,
Fallarbour Town,Egg,Mudkip,,
Fallarbour Town,Egg,Turtwig,,
Fallarbour Town,Egg,Chimchar,,
Fallarbour Town,Egg,Piplup,,
Fallarbour Town,Egg,Snivy,,
Fallarbour Town,Egg,Tepig,,
Fallarbour Town,Egg,Oshawott,,
Fallarbour Town,Egg,Chespin,,
Fallarbour Town,Egg,Fennekin,,
Fallarbour Town,Egg,Froakie,,
Fallarbour Town,Egg,Rowlet,,
Fallarbour Town,Egg,Litten,,
Fallarbour Town,Egg,Popplio,,
Fallarbour Town,Egg,Grookey,,
Fallarbour Town,Egg,Scorbunny,,
Fallarbour Town,Egg,Sobble,,
Fallarbour Town,Egg,Sprigatito,,
Fallarbour Town,Egg,Fuecoco,,
Fallarbour Town,Egg,Quaxly,,
Lavaridge Town,Egg,Eevee,,
Lilycove City,Egg,Type-Null,,
Route 109,Gift,Charcadet,,
Route 111,Gift,Tyrogue,,
Route 121,Gift,Meltan,,
Mossdeep City,Gift,Celebi,,
Mossdeep City,Gift,Darkrai,,
Mossdeep City,Gift,Victini,,
Sootopolis City,Gift,Genesect,,
Sootopolis City,Gift,Ditto,,
Sootopolis City,Gift,Hoopa,,
Sootopolis City,Gift,Meloetta,,
Sootopolis City,Gift,Marshadow,,
Sootopolis City,Gift,Zarude,,
Evergrande City,Gift,Zeraora,,
Evergrande City,Gift,Kubfu,,
Rustboro City,Trade,Mime Jr.,,
Fortree City,Trade,Fidough,,
Pacifidlog Town,Trade,Iron Bundle,,
Safari Southwest,Grass,delibird,40,45
Safari Southwest,Grass,smeargle,40,45
Safari Southwest,Grass,mr mime galarian,40,45
Safari Southwest,Grass,mr mime ,40,45
Safari Southwest,Grass,arcanine,40,45
Safari Southwest,Grass,arcanine hisui,40,45
Safari Southwest,Grass,magmar,40,45
Safari Southwest,Grass,ursaring,40,45
Safari Southwest,Grass,passimian,40,45
Safari Southwest,Grass,lilligant hisui,40,45
Safari Southwest,Grass,guzzlord,40,45
Safari Southwest,Grass,munkidori,40,45
Safari South,Grass,lickitung,40,45
Safari South,Grass,tauros,40,45
Safari South,Grass,tauros-combat,40,45
Safari South,Grass,tauros-aqua,40,45
Safari South,Grass,tauros-blaze,40,45
Safari South,Grass,igglybuff,40,45
Safari South,Grass,cleffa,40,45
Safari South,Grass,pichu,40,45
Safari South,Grass,happiny,40,45
Safari South,Grass,chansey,40,45
Safari South,Grass,elekid,40,45
Safari South,Grass,poipole,40,45
Safari Southeast,Grass,gliscor,40,45
Safari Southeast,Grass,morgrem,40,45
Safari Southeast,Grass,kilowattrel,40,45
Safari Southeast,Grass,fraxure,40,45
Safari Southeast,Grass,kadabra,40,45
Safari Southeast,Grass,gimmighoul,40,45
Safari Southeast,Grass,ninetales,40,45
Safari Southeast,Grass,ninetales alola,40,45
Safari Southeast,Grass,exeggutor,40,45
Safari Southeast,Grass,exeggutor alola,40,45
Safari Southeast,Grass,celesteela,40,45
Safari Southeast,Grass,stakataka,40,45
Safari Northwest,Grass,heatmor,40,45
Safari Northwest,Grass,naclstack,40,45
Safari Northwest,Grass,nosepass,40,45
Safari Northwest,Grass,cyclizar,40,45
Safari Northwest,Grass,piloswine,40,45
Safari Northwest,Grass,farfetchd galar,40,45
Safari Northwest,Grass,ferrothorn,40,45
Safari Northwest,Grass,oranguru,40,45
Safari Northwest,Grass,vullaby,40,45
Safari Northwest,Grass,amoonguss,40,45
Safari Northwest,Grass,ogerpon,40,45
Safari Northwest,Grass,ogerpon,40,45
Safari North,Grass,donphan,40,45
Safari North,Grass,noivern,40,45
Safari North,Grass,beartic,40,45
Safari North,Grass,mienshao,40,45
Safari North,Grass,shiinotic,40,45
Safari North,Grass,toedscruel,40,45
Safari North,Grass,gothorita,40,45
Safari North,Grass,lilligant,40,45
Safari North,Grass,togetic,40,45
Safari North,Grass,snorlax,40,45
Safari North,Grass,duraldon,40,45
Safari North,Grass,okidogi,40,45
Safari North,Rocksmash,geodude alolan,40,45
Safari North,Rocksmash,graveler alolan,40,45
Safari Northeast,Grass,ambipom,40,45
Safari Northeast,Grass,darmanitan,40,45
Safari Northeast,Grass,darmanitan-galar,40,45
Safari Northeast,Grass,avalugg,40,45
Safari Northeast,Grass,avalugg-hisui,40,45
Safari Northeast,Grass,lairon,40,45
Safari Northeast,Grass,boldore,40,45
Safari Northeast,Grass,varoom,40,45
Safari Northeast,Grass,houndoom,40,45
Safari Northeast,Grass,drednaw,40,45
Safari Northeast,Grass,shelgon,40,45
Safari Northeast,Grass,fezandipiti,40,45
Safari Northeast,Rocksmash,bonsly,40,45
Safari Northeast,Rocksmash,shuckle,40,45
Safai Southwest,Old Rod,lotad,40,45
Safai Southwest,Old Rod,mantyke,40,45
Safai Southwest,Good Rod,lotad,40,45
Safai Southwest,Good Rod,mantyke,40,45
Safai Southwest,Super Rod,lombre,40,45
Safai Southwest,Super Rod,mantine,40,45
Safai Southwest,Super Rod,ludicolo,40,45
Safai Southwest,Surfing,psyduck,40,45
Safai Southwest,Surfing,golduck,40,45
Safari Southeast,Old Rod,staryu,40,45
Safari Southeast,Old Rod,corsola-galar,40,45
Safari Southeast,Good Rod,staryu,40,45
Safari Southeast,Good Rod,corsola-galar,40,45
Safari Southeast,Good Rod,starmie,40,45
Safari Southeast,Super Rod,starmie,40,45
Safari Southeast,Super Rod,cursola,40,45
Safari Southeast,Surfing,relicanth,40,45
Safari Southeast,Surfing,dondozo,40,45
Safari Southeast,Surfing,poliwhirl,40,45
Safari Southeast,Surfing,wailord,40,45
Safari Southeast,Surfing,wishiwashi,40,45
Safari Northwest,Old Rod,wiglett,40,45
Safari Northwest,Old Rod,finizen,40,45
Safari Northwest,Good Rod,wiglett,40,45
Safari Northwest,Good Rod,finizen,40,45
Safari Northwest,Good Rod,wugtrio,40,45
Safari Northwest,Super Rod,wugtrio,40,45
Safari Northwest,Super Rod,finizen,40,45
Safari Northwest,Surfing,feebas,40,45
Safari Northwest,Surfing,Alomomola,40,45
